,Station,OS X,OS Y,Latitude,Longitude,Zone,Postcode
324,Kingsbury,519361,188739,51.58487606349117,-0.2786016037131724,4,NW9 9EG
325,Kingston,518244,169549,51.412641273140125,-0.3011410349213288,6,KT1 1UJ
326,Kingswood,524816,156585,51.2947227949647,-0.2112332235239599,6,KT20 6EN
327,Knightsbridge,527765,179650,51.50135463701893,-0.1606644846228093,1,SW3 1ED
328,Knockholt,548499,162896,51.345752156534864,0.1308310398343196,6,TN14 7HR
329,Ladbroke Grove,524284,181328,51.51721033175281,-0.2101981698917929,2,W10 6HJ
330,Ladywell,537716,174884,51.456192106185256,-0.0192444011254865,3,SE13 7XB
331,Lambeth North,531165,179489,51.49912976538859,-0.1117682604602059,1,SE1 7XG
332,Lancaster Gate,526711,180796,51.511890658328326,-0.1754299267897915,1,W2 4QH
333,Langdon Park,537807,181863,51.51888391608367,-0.0152137989477048,2,E14 6NW
334,Langley,501299,179800,51.50806077346535,-0.541770556061928,,SL3 6DB
335,Latimer Road,523789,180954,51.51395774487751,-0.2174596633172416,2,W10 6SZ
336,Lea Bridge,536175,187133,51.56663620385152,-0.0366831576627723,3,E10 7PG
337,Lebanon Road,533385,165756,51.37519886025052,-0.0849736487598166,"3,4,5,6",CR0 6SF
338,Lee,540002,174197,51.449458544442464,0.0133646923821205,3,SE12 9JG
339,Leicester Square,529987,180812,51.51129097417173,-0.1282421466298067,1,WC2H 0AP
340,Lewisham,538163,175863,51.46488069551227,-0.0124327008980092,"2,3",SE13 7RY
341,Leyton,538295,186244,51.55813226231266,-0.006465331580603,3,E10 5PS
342,Leyton Midland Road,538150,187490,51.56936422878631,-0.0080663474303507,3,E10 6JT
343,Leytonstone,539345,187429,51.56852230672617,0.0091404519570612,"3,4",E11 1HE
344,Leytonstone High Road,539298,186903,51.563807360364464,0.0082544688359558,3,E11 4RE
345,Limehouse,536150,181087,51.51231210167662,-0.0393800776624937,2,E14 7JD
346,Liverpool Street,533160,181596,51.51759813225402,-0.0822496218888544,1,EC2M 7PR
347,Lloyd Park,533711,164549,51.36427540535568,-0.0807462726980878,"3,4,5,6",CR0 5RA
348,London Bridge,532937,180152,51.50467420930433,-0.0860055977481396,1,SE1 2SW
349,London City Airport,542231,180294,51.50368974524741,0.0478727155835258,3,E16 2DS
350,London Fields,534795,184212,51.54071874924931,-0.0576996862209216,2,E8 3PH
351,Loughborough Junction,531902,175897,51.46667873454398,-0.1024973409306313,2,SW9 8SA
352,Loughton,542314,195641,51.641570570828016,0.0552790792874478,6,IG10 4PD
353,Lower Sydenham,536831,171372,51.42484679051851,-0.033330341481054,4,SE26 5AU
354,Maida Vale,525967,182792,51.5299947556212,-0.1854326449358559,2,W9 1JS
355,Maidenhead,488724,180745,51.51866742695413,-0.7226749105747798,,SL6 1EW
356,Malden Manor,521101,166497,51.38460911046991,-0.2611204124317338,4,KT3 5PN
357,Manor House,532074,187482,51.570746986190926,-0.0956849757319274,"2,3",N4 1BZ
358,Manor Park,541929,185757,51.55285442759388,0.045723870186973,"3,4",E12 5EP
359,Mansion House,532347,180962,51.5120915984511,-0.0941976572437842,1,EC4N 6JD
360,Marble Arch,527875,181056,51.51396523465938,-0.1585712147927576,1,W1C 2JS
361,Maryland,539175,184881,51.54566828299751,0.0056816541842525,3,E15 1SA
362,Marylebone,527510,181985,51.52239640326536,-0.1634925623109129,1,NW1 6JJ
363,Maze Hill,539194,177909,51.48301366443111,0.0032048968185599,3,SE10 9XG
364,Meridian Water,535062,191741,51.60831170899128,-0.050959906384394,4,N18 3HF
365,Merton Park,525182,169798,51.41339128096901,-0.2013420288124167,"3,4,5,6",SW19 3HA
366,Mile End,536577,182545,51.5253109195645,-0.0326660842711517,2,E3 4DH
367,Mill Hill Broadway,521300,191900,51.6128707220669,-0.2495370648730302,4,NW7 2JU
368,Mill Hill East,524057,191460,51.60831630368604,-0.2098957103144066,4,NW7 1BS
369,Mitcham,527345,168082,51.39748833651944,-0.17087164547873,"3,4,5,6",CR4 4BD
370,Mitcham Eastfields,528488,169323,51.408383659999,-0.154001717426646,3,CR4 2ND
371,Mitcham Junction,528292,167611,51.39304231241258,-0.1574366422255893,4,CR4 4HN
372,Monument,532907,180814,51.51063027735101,-0.0861883132610571,1,EC4R 9AA
373,Moor Park,508563,193509,51.62992995953362,-0.4329130164958966,"6,7",HA6 2JQ
374,Moorgate,532688,181677,51.51843699583112,-0.0890176874196191,1,EC2M 6TX
375,Morden,525664,168563,51.40218564474951,-0.1948519795190437,4,SM4 5AZ
376,Morden Road,525788,169310,51.408871575514766,-0.1928056750933962,"3,4,5,6",SW19 3BX
377,Morden South,525301,167900,51.39630737175914,-0.2003015597212806,4,SM4 5AN
378,Mornington Crescent,529193,183359,51.53436199274684,-0.1387443487247141,2,NW1 2JA
379,Mortlake,520458,175779,51.46816750082646,-0.2672033097597616,3,SW14 8LN
380,Motspur Park,522581,167724,51.395319236610256,-0.2394397426413379,4,KT3 6JJ
381,Mottingham,542600,173197,51.43982506175577,0.0503242023297411,4,SE9 4EN
382,Mudchute,537908,178789,51.491236163479066,-0.0149599448810793,2,E14 9UW
383,Neasden,521415,185422,51.55462731004116,-0.2501150416936122,3,NW10 1PH
384,New Addington,538187,162255,51.34259048309321,-0.0173833270693507,"3,4,5,6",CR0 0DE
385,New Barnet,526502,195996,51.64853648940239,-0.1729697122847567,5,EN5 1QT
386,New Beckenham,536718,170463,51.41670549342136,-0.0353049492508049,4,BR3 1QW
387,New Cross,536750,177110,51.47642936493697,-0.0322788114450521,2,SE14 6LD
388,New Cross Gate,536250,176967,51.475264866034166,-0.0395290518483199,2,SE14 6AR
389,New Eltham,544005,172999,51.43769077832163,0.0704446186894692,4,SE9 2AB
390,New Malden,521392,168612,51.4035554892389,-0.2562181023415529,4,KT3 4PX
391,New Southgate,528672,192218,51.61409343513603,-0.1430097748581647,4,N11 1QH
392,Newbury Park,544947,188378,51.57563850646377,0.0903031581978967,4,IG2 7RN
393,Nine Elms,530058,177332,51.48000104922924,-0.1285009828307203,1,SW8 2NA
394,Norbiton,519424,169495,51.41190888768759,-0.284199943193106,5,KT2 7AZ
395,Norbury,530650,169690,51.41118830417269,-0.1227994009734732,3,SW16 3RW
396,North Acton,520831,181937,51.52343200460989,-0.2597295239222282,"2,3",W3 6UP
397,North Dulwich,532950,174567,51.45448166721483,-0.0879186802737289,"2,3",SE21 7BX
398,North Ealing,518816,181243,51.51762181807098,-0.2889935477531711,3,W5 3AF
399,North Greenwich,539168,179827,51.5002551610895,0.0035862591259508,"2,3",SE10 0PH
400,North Harrow,513540,188578,51.58463070784392,-0.3626329855990683,5,HA2 7SR
401,North Sheen,519132,175442,51.46541914451982,-0.2863974619694099,3,TW9 4QA
402,North Wembley,517663,186198,51.56239579644328,-0.3039482139132909,4,HA0 3NT
403,Northfields,517051,179296,51.50049115689572,-0.3150648129885717,3,W13 9QU
404,Northolt,513228,184519,51.54821230018008,-0.3684405875976204,5,UB5 4AA
405,Northolt Park,513829,185579,51.55761846530492,-0.3594341888531511,5,UB5 4XE
406,Northumberland Park,534861,191035,51.60201564713907,-0.054132025471732,3,N17 0HY
407,Northwick Park,516634,187967,51.57850816965304,-0.3181993860133686,4,HA3 0AT
408,Northwood,509236,191441,51.61121291958136,-0.4238377761958177,6,HA6 2XL
409,Northwood Hills,510267,190305,51.60080197791432,-0.4093113480568928,6,HA6 1NZ
410,Norwood Junction,534001,168193,51.39695420145057,-0.0752098562061818,4,SE25 5AG
411,Notting Hill Gate,525296,180481,51.50937501801177,-0.1959216162263908,"1,2",W11 3HT
412,Nunhead,535293,175975,51.46657989886173,-0.0536797424804539,2,SE15 3XE
413,Oakleigh Park,527001,194800,51.63767609370897,-0.1661949649938359,4,EN5 1BU
414,Oakwood,529349,195968,51.64763774735996,-0.1318535388133937,5,N14 4UT
415,Ockendon,559004,182828,51.52199012375081,0.2904834800234525,7,RM15 6PD
416,Old Street,532764,182474,51.52558133074304,-0.0876229573873512,1,EC1V 9NR
417,Orpington,545500,165900,51.37352019592453,0.0890289019388343,6,BR6 0SX
418,Osterley,514529,177094,51.48121623575927,-0.3520960888490031,4,TW7 4PU
419,Oval,531108,177516,51.48141241737747,-0.1133210751213317,2,SE11 4PP
420,Oxford Circus,529102,181227,51.51522317440166,-0.1408361701333405,1,W1C 2JS
421,Paddington,526680,181185,51.51539350022652,-0.1757367502657722,1,W2 1RH
422,Palmers Green,530925,192798,51.61878657015084,-0.1102724993229847,4,N13 4PN
423,Park Royal,519074,182274,51.526833556086295,-0.2849289129671047,3,W5 3EL
424,Parsons Green,525029,176645,51.47495982565945,-0.2011244900122527,2,SW6 4HU
425,Peckham Rye,534152,176271,51.46951125269604,-0.0699835529061943,2,SE15 5DQ
426,Penge East,535374,170791,51.41997526227589,-0.0544952646379757,4,SE20 7BQ
427,Penge West,534952,170567,51.41806283133318,-0.0606457643426384,4,SE20 8NU
428,Perivale,516404,183270,51.53634129467288,-0.3230704159011666,4,UB6 7NP
429,Petts Wood,544440,167548,51.38859911569542,0.0744800301001627,5,BR5 1LZ
430,Phipps Bridge,526534,168717,51.403376431529686,-0.182296786948212,"3,4,5,6",CR4 3QN
431,Piccadilly Circus,529612,180625,51.50969653217059,-0.1337115961590762,1,W1J 9HS
432,Pimlico,529711,178386,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
433,Pinner,512233,189409,51.59236105660715,-0.3812237817376104,5,HA5 5LZ
434,Plaistow,540058,183305,51.53128836681778,0.0177806419969851,3,E13 0DY
435,Plumstead,544803,178820,51.48979256526223,0.0842996169709163,4,SE18 7EA
436,Ponders End,536097,195599,51.642730637439406,-0.0345251044598684,5,EN3 4LA
437,Pontoon Dock,541226,180102,51.50221627291442,0.033325707548925,3,E16 2SB
438,Poplar,537698,180603,51.507588044837625,-0.0172754932925174,2,E14 0DS
439,Preston Road,518260,187292,51.57210324779927,-0.2949720074830668,4,HA3 0PS
440,Prince Regent,541215,180905,51.50943460724026,0.0334885741146771,3,E16 3HE
441,Pudding Mill Lane,537930,183585,51.534327836050565,-0.0127685119445471,"2,3",E15 2PH
442,Purfleet,555417,178174,51.48117339669361,0.2367748390971877,7,RM16 1PL
443,Purley,531500,161497,51.337363370371314,-0.1136135170910838,6,CR8 2AP
444,Purley Oaks,532503,162594,51.34698918049688,-0.0988153325005631,6,CR2 0ND
445,Putney,523992,175061,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
446,Putney Bridge,524476,175842,51.46786499705636,-0.2093654143019544,2,SW6 3UH
447,Queens Park,524612,183239,51.53431231776354,-0.2047981469506716,2,NW6 6HJ
448,Queens Road Peckham,535015,176825,51.47428461792391,-0.0573549786690293,2,SE15 2JR
449,Queensbury,518802,189728,51.59388250931327,-0.286331592620629,4,HA8 5NP
450,Queenstown Road,528763,176738,51.47495888831451,-0.1473553108451531,2,SW8 3RX
451,Queensway,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS
452,Rainham,552097,182099,51.517340830335705,0.1906919776381577,6,RM13 9YH
453,Ravensbourne,538699,170201,51.41387036990734,-0.0069378155298457,4,BR3 5HE
454,Ravenscourt Park,522558,178711,51.494067596546,-0.2359692298601434,2,W6 0UG
455,Rayners Lane,512979,187538,51.57539612738852,-0.3710608057487111,5,HA5 5EG
456,Raynes Park,523206,169303,51.40937497118362,-0.2299129362746093,4,SW20 8NE
457,Reading,471527,173813,51.45878456681263,-0.9718776209963323,,RG1 1LZ
458,Rectory Road,534001,186199,51.55876336735922,-0.0683856644542954,2,N16 7QB
459,Redbridge,541833,188371,51.576366994360605,0.0453940440870773,4,IG4 5BG
460,Reedham,530835,160821,51.33144151324279,-0.1234026235347217,6,CR8 2DG
461,Reeves Corner,531895,165726,51.375277028630975,-0.106379777578369,"3,4,5,6",CR0 1XP
462,Regents Park,528765,182174,51.523810437772845,-0.1453444097205957,1,NW1 5HA
463,Richmond,518072,175174,51.46323239395917,-0.3017391287049293,4,TW9 2AZ
464,Rickmansworth,505717,194605,51.640322241933696,-0.4736845710128753,7,WD3 1QY
465,Riddlesdown,532497,161001,51.332674670332864,-0.0994936669081528,6,CR8 1HN
466,Roding Valley,541612,192882,51.61695652081232,0.0440262071266384,4,IG9 6LN
467,Romford,551377,188455,51.57464189428389,0.1830552742758095,6,RM1 1SX
468,Rotherhithe,535239,179870,51.50159442070272,-0.0529662962549398,2,SE16 4LF
469,Royal Albert,542029,180823,51.50849394631005,0.0451771451896413,3,E16 2QD
470,Royal Oak,525764,181485,51.5182940459234,-0.1888236715468541,2,W2 6ET
471,Royal Victoria,540139,180833,51.50905526715448,0.0179654125889858,3,E16 1DE
472,Ruislip,509510,187102,51.572161233876166,-0.4212349155921323,6,HA4 8LD
473,Ruislip Gardens,510367,185763,51.55995951052218,-0.4092941013740339,5,HA4 6LG
474,Ruislip Manor,510088,187258,51.57345090114912,-0.4128493444318482,6,HA4 9AA
475,Russell Square,530207,182122,51.523012836646224,-0.1245901968726192,1,WC1N 1LG
476,Sanderstead,532855,162743,51.34824610257355,-0.0937084995489339,6,CR2 0PL
477,Sandilands,533869,165749,51.37502214682385,-0.0780265894240146,"3,4,5,6",CR0 5PN
478,Selhurst,532993,167636,51.39218562513637,-0.0898990366231026,4,SE25 6LL
479,Seven Kings,545401,187095,51.56399351215581,0.0963195752913868,4,IG3 8RE
480,Seven Sisters,533646,188927,51.58336204399537,-0.072466822518891,3,N15 5LA
481,Shadwell,534936,180942,51.511300064669385,-0.0569192069418581,2,E1 2QE
482,Shenfield,561356,195022,51.63087363989239,0.3299522707653062,,CM15 8JD
483,Shepherds Bush,523741,179904,51.504531795613886,-0.2185191566688487,2,W12 8LH
484,Shepherds Bush Market,523121,180039,51.50588033819017,-0.2274004904102091,2,W12 7JD
485,Shoreditch High Street,533501,182258,51.52346669534308,-0.0770874243313969,1,E1 6AW
486,Shortlands,539399,169300,51.40560237398424,0.0027675443897766,4,BR2 0JA
487,Sidcup,546300,172698,51.43439862959479,0.1033153597194543,5,DA15 7AW
488,Silver Street,533544,192472,51.61524236180803,-0.0725897412586619,4,N18 1QX
489,Slade Green,552250,176584,51.46774797004993,0.1905183896971591,6,DA8 2NX
490,Sloane Square,528080,178657,51.49235951048056,-0.1564888560570236,1,SW1W 8BB
491,Slough,497838,180157,51.51187888370566,-0.5915248252758044,,SL1 1XW
492,Snaresbrook,540161,188828,51.58089131157066,0.021463927810755,4,E11 1QE
493,South Acton,520166,179279,51.49968538827372,-0.2702152032662244,3,W3 0DS
494,South Bermondsey,535156,178319,51.48767652828431,-0.0547548210670722,2,SE16 2PL
495,South Croydon,532896,164358,51.36275004887511,-0.0925173627941773,5,CR2 7PA
496,South Ealing,517605,179437,51.50164352033085,-0.3070402394612233,3,W5 4QB
497,South Greenford,515462,182991,51.53402700823884,-0.3367374754035006,4,UB6 2WE
498,South Hampstead,526425,184081,51.54147655809487,-0.1783711981146253,2,NW8 0DJ
499,South Harrow,514334,186376,51.56467959482167,-0.351893963731605,5,HA2 8HN
500,South Kensington,526865,178817,51.49407108325524,-0.1739230213376395,1,SW7 2NB
501,South Kenton,517350,187153,51.57104394755128,-0.3081429717620929,4,HA9 8QT
502,South Merton,524917,168662,51.40324022078124,-0.2055502988870153,4,SW20 9JT
503,South Quay,537636,179853,51.50086357890648,-0.0184606926650221,2,E14 9SH
504,South Ruislip,511080,185437,51.55688965147795,-0.3991159010068219,5,HA4 6TP
505,South Tottenham,533697,188599,51.580402471228126,-0.0718559563059047,3,N15 6ND
506,South Wimbledon,525828,170033,51.41536039779992,-0.1919745440990572,"3,4",SW19 1DE
507,South Woodford,540577,190026,51.59155266475493,0.0279430783744094,4,E18 1JJ
508,Southall,512620,179804,51.50595629378949,-0.3787111814415624,4,UB2 4AA
509,Southbury,534803,196199,51.64843364130007,-0.0529833104002623,5,EN3 4HW
510,Southfields,524730,173291,51.44488297741004,-0.2066093830909312,3,SW18 5RJ
511,Southgate,529675,194278,51.63237564173069,-0.1277700463078405,4,N14 5BH
512,Southwark,531566,180025,51.50385344972166,-0.1057949389250921,1,SE1 8NW
513,St Helier,525408,167191,51.38991183992137,-0.1990145896550902,4,SM4 6SF
514,St James Street,536402,188694,51.580608613025774,-0.0328045616794668,3,E17 7PJ
515,St Johns,537400,176298,51.46897525930413,-0.0232406618061414,2,SE8 4EW
516,St Margarets,516732,174250,51.4552054673299,-0.3213242418672531,4,TW1 2LH
517,St Mary Cray,546698,168298,51.39475958639216,0.1072179002382898,6,BR5 3SN
518,St Pancras,530122,182959,51.5305541987497,-0.1255057810597824,1,NW1 2QP
519,St James Park,529629,179503,51.49960957772611,-0.1338787543411247,1,SW1H 0BD
520,St Johns Wood,526742,183352,51.53485412839329,-0.1740648386620702,2,NW8 6DN
521,St Pauls,532105,181261,51.51483513873988,-0.0975710001169853,1,EC2V 6AA
522,Stamford Brook,521913,178738,51.49444956856966,-0.245246306027922,2,W6 0SB
523,Stamford Hill,533381,187928,51.57444748083396,-0.0766683415728566,3,N16 5AG
524,Stanmore,517574,192569,51.619672950483576,-0.3030992875952985,5,HA7 4PD
525,Star Lane,539148,182091,51.52060426064486,0.0041910026282406,3,E16 4SR
526,Stepney Green,535566,182149,51.521995758615454,-0.047382523194855,2,E1 4AQ
527,Stockwell,530473,176470,51.47215905711563,-0.122846303356526,2,SW9 9AE
528,Stoke Newington,533710,186845,51.56463749414495,-0.0723353943786902,2,N16 6YA
529,Stonebridge Park,519690,184197,51.54398610565641,-0.2754004371046793,3,NW10 0RW
530,Stoneleigh,522021,164155,51.36336364699788,-0.2487096534733916,5,KT17 2JA
531,Stratford,538533,184421,51.54169257587399,-0.0037516410271907,3,E15 1AZ
532,Stratford High Street,538729,184032,51.5381489524464,-0.0010803560037945,3,E15 3PA
533,Stratford International,538175,184758,51.5448085230875,-0.0087784340129179,3,E15 2LZ
534,Strawberry Hill,515500,172502,51.439747278051925,-0.3396177243860488,5,TW1 4PP
535,Streatham,529946,171303,51.42584564837743,-0.1323254957361467,3,SW16 6HP
536,Streatham Common,529729,170534,51.41898445090681,-0.135726164035307,3,SW16 5NT
537,Streatham Hill,530233,172714,51.43846015875234,-0.1276814805405161,3,SW2 4PA
538,Sudbury & Harrow Road,516853,185300,51.5544932686619,-0.3159262359372488,4,HA0 2HA
539,Sudbury Hill,515427,185584,51.55733901102981,-0.3363921085382283,4,HA1 3RA
540,Sudbury Hill Harrow,515490,185697,51.55834172569072,-0.3354466865621598,4,HA1 3RJ
541,Sudbury Town,516832,184955,51.55139692710825,-0.3163434799075774,4,HA0 2LA
542,Sundridge Park,540599,170200,51.41339383527048,0.0203651090291948,4,BR1 3TR
543,Surbiton,518070,167315,51.3925990366125,-0.3043845544349404,6,KT6 4PE
544,Surrey Quays,535641,178954,51.49326678162275,-0.0475299875263056,2,SE16 2UE
545,Sutton,526028,163823,51.35950582407127,-0.1913020090449853,5,SM1 1JA
546,Sutton Common,525593,165598,51.375554374568246,-0.1969199101341748,4,SM1 3HY
547,Swanley,551016,168271,51.393385108465736,0.1692253503817626,8,BR8 8JD
548,Swiss Cottage,526611,184259,51.5430345616616,-0.1756266026411379,2,NW3 6HY
549,Sydenham,535311,171609,51.42734116410619,-0.0550886707642229,3,SE26 5EU
550,Sydenham Hill,533548,172145,51.43257575863559,-0.080230207509067,3,SE21 7HW
551,Syon Lane,516306,177163,51.48147415540557,-0.3264950283664848,4,TW7 5NT
552,Tadworth,523097,156199,51.29162747942275,-0.2360080126476625,6,KT20 5SP
553,Taplow,491579,181340,51.52356084157688,-0.6813848514102004,,SL6 0NU
554,Tattenham Corner,522593,158140,51.3091809150244,-0.242566269387599,6,KT18 5PR
555,Teddington,516019,170817,51.42449695426807,-0.3327053305694848,6,TW11 9AA
556,Temple,530995,180810,51.51104042360467,-0.1137257495312543,1,WC2R 2PH
557,Thames Ditton,515721,166818,51.38861551994616,-0.3382928309661525,6,KT7 0PA
558,Theobalds Grove,535933,201119,51.69237253480553,-0.0347481343438092,7,EN8 7BG
559,Therapia Lane,530290,166843,51.38568558183928,-0.1290171058922472,"3,4,5,6",CR0 3DD
560,Theydon Bois,545509,199180,51.67255225418,0.1028907368816818,6,CM16 7EU
561,Thornton Heath,532242,168317,51.398480916027154,-0.1004331645358095,4,CR7 8RX
562,Tolworth,519834,165603,51.3768428600788,-0.2796201104421398,5,KT5 9NU
563,Tooting,527969,170591,51.41989637122428,-0.1610024706251911,3,SW17 9JR
564,Tooting Bec,528015,172366,51.43583780495548,-0.1597004908317375,3,SW17 9AH
565,Tooting Broadway,527415,171373,51.42704887092591,-0.1686845257776603,3,SW17 0SU
566,Tottenham Court Road,529774,181354,51.516210657936185,-0.1311104379402324,1,W1D 2DA
567,Tottenham Hale,534483,189465,51.58799768229062,-0.0601878224855683,3,N17 9LR
568,Totteridge & Whetstone,526111,193951,51.63024642876388,-0.1793542612333949,4,N20 9QP
569,Tower Gateway,533725,180809,51.51039252305748,-0.0744098769115334,1,EC3N 1JL
570,Tower Hill,533566,180805,51.51039415022928,-0.0767011981209769,1,EC3N 4DJ
571,Tufnell Park,529200,185816,51.55644057500823,-0.1377421740527929,2,N19 5QB
572,Tulse Hill,531797,172903,51.4397972578558,-0.105122508458826,3,SE27 9BW
573,Turkey Street,535129,198903,51.67265358634988,-0.0472299312310293,6,EN3 5TT
574,Turnham Green,521267,178804,51.49518152685563,-0.2545245642842539,2,W4 1LR
575,Turnpike Lane,531524,189650,51.59035796825513,-0.1028050405776601,3,N15 3NX
576,Twickenham,516221,173687,51.450250410920496,-0.3288602200739823,5,TW1 1BD
577,Twyford,479041,175787,51.47553252815794,-0.8633069929836112,,RG10 9NA
578,Upminster,556167,186833,51.55876377100152,0.2514008048009922,6,RM14 2TD
579,Upminster Bridge,555002,186681,51.55771918780094,0.2345418919290422,6,RM12 6PL
580,Upney,545844,184260,51.53840581666546,0.1015317446641368,4,IG11 9LS
581,Upper Holloway,529778,186630,51.56362309586845,-0.1291093626941063,2,N19 4DJ
582,Upper Warlingham,534100,158383,51.30877213015346,-0.0774816615679463,6,CR3 0EP
583,Upton Park,541204,183931,51.536628259878114,0.0345418397236073,3,E13 9AP
584,Uxbridge,505698,184161,51.54645372786724,-0.4771015464209747,6,UB8 1JZ
585,Vauxhall,530366,177978,51.48573560145266,-0.1238299519704192,"1,2",SW8 1SR
586,Victoria,528941,179131,51.49642371956767,-0.1439207051263039,1,SW1E 5JX
587,Waddon,531151,164828,51.36737906715266,-0.1173940758129578,5,CR0 4NA
588,Waddon Marsh,531082,165906,51.37708276115934,-0.1179874641480643,"3,4,5,6",CR0 4XT
589,Wallington,528841,163985,51.36033129956505,-0.1508638338049202,5,SM6 0DZ
590,Waltham Cross,536520,200343,51.68525721552798,-0.0265642572096443,7,EN8 7LU
591,Walthamstow Central,537286,188986,51.58301808337606,-0.0199405450055509,3,E17 7LP
592,Walthamstow Queens Road,537020,188815,51.58154615511213,-0.0238439433008898,3,E17 7QZ
593,Wandle Park,531422,165505,51.37340053262759,-0.1132533204383674,"3,4,5,6",CR0 4JS
594,Wandsworth Common,527719,173530,51.44636533894144,-0.1635369794154477,3,SW12 8NL
595,Wandsworth Road,529354,176226,51.47022297701061,-0.1390376746285153,2,SW8 4PA
596,Wandsworth Town,525985,175119,51.46103377041173,-0.1879100356809231,2,SW18 1SU
597,Wanstead,540685,188176,51.57490219957087,0.028760472436225,4,E11 2NT
598,Wanstead Park,540592,185600,51.5517781243521,0.0263899430517846,3,E7 0HU
599,Wapping,535030,180170,51.50434022750495,-0.0558608143552396,2,E1W 3PA
600,Warren Street,529253,182272,51.524579764761874,-0.1382783305384803,1,NW1 3AA
601,Warwick Avenue,526158,182030,51.52310413807906,-0.1829532911134564,2,W9 2PT
602,Waterloo,531050,179933,51.50314645678346,-0.1132592512581959,1,SE1 7NY
603,Waterloo East,531332,180054,51.50416843357953,-0.1091536368939238,1,SE1 8NH
604,Watford,509579,196610,51.6576044159566,-0.4172699967299536,7,WD18 7LE
605,Watford High Street,511360,196098,51.65265306624417,-0.3916967203779469,8,WD17 2EG
606,Watford Junction,511023,197340,51.66388236768592,-0.3961719480238082,,WD17 1ET
607,Wellesley Road,532511,165752,51.375367381230255,-0.0975249080867142,"3,4,5,6",CR0 2DD
608,Welling,546096,176073,51.46477725765799,0.1017750390892063,4,DA16 3AT
609,Wembley Central,518214,185039,51.55186429753856,-0.2963923219160409,4,HA9 6AG
610,Wembley Park,519373,186341,51.56332200349157,-0.2792425481111569,4,HA9 9AA
611,Wembley Stadium,518924,185366,51.554654104755,-0.2860464419726446,4,HA9 8BQ
612,West Acton,519394,181273,51.51776969314101,-0.2806571709044868,3,W3 6UP
613,West Brompton,525383,178030,51.48732859696135,-0.1955388096704278,2,SW5 9JX
614,West Croydon,532188,166098,51.378552009432326,-0.1020342923026373,5,CR0 2TA
615,West Drayton,506124,180122,51.51007044763266,-0.4721760838505147,6,UB7 9DY
616,West Dulwich,532798,173053,51.44091167531192,-0.090672675919859,3,SE21 8HN
617,West Ealing,516690,180749,51.51362468397237,-0.3197829486921899,3,W13 0NQ
618,West Finchley,525507,191601,51.60926242118551,-0.1889171074792101,4,N3 1NT
619,West Ham,539202,182974,51.528525530726974,0.0053173938327879,3,E15 3BN
620,West Hampstead,525524,184726,51.54747402267271,-0.1911265834430952,2,NW6 2LX
621,West Hampstead Thameslink,525423,184852,51.548628809928914,-0.1925375175501863,2,NW6 1XJ
622,West Harrow,514163,187957,51.578923661261655,-0.3538466898684307,5,HA1 4HE
623,West India Quay,537471,180505,51.50676262660098,-0.0205824471280816,2,E14 4ED
624,West Kensington,524635,178321,51.490109027210565,-0.2062036922180267,2,W14 9NL
625,West Norwood,531956,171955,51.43124094913318,-0.1031891342990401,3,SE27 0HS
626,West Ruislip,508364,186791,51.56958715703546,-0.4378601343740381,6,HA4 7WD
627,West Silvertown,540455,180155,51.50288447390751,0.0222460466810224,3,E16 2AT
628,West Sutton,525081,164539,51.36614980218212,-0.2046445460282834,5,SM1 2EH
629,West Wickham,538266,166563,51.38128418000954,-0.0145763304109627,5,BR4 0PY
630,Westbourne Park,524920,181764,51.520988514909256,-0.2008825128147461,2,W11 1AB
631,Westcombe Park,540199,178103,51.48450892773305,0.0177457002630554,3,SE3 7EQ
632,Westferry,537064,180814,51.50963810743974,-0.0263231371017838,2,E14 8AD
633,Westminster,530240,179718,51.501401389193255,-0.1250020783467796,1,SW1A 2JR
634,White City,523296,180750,51.51223207227981,-0.2246319285152728,2,W12 7RH
635,White Hart Lane,533693,191340,51.60503465751185,-0.0708703265356369,3,N17 7RP
636,Whitechapel,534738,181859,51.5195876908872,-0.0594204849881092,2,E1 1BY
637,Whitton,514220,173568,51.44958760708497,-0.35768205341595,5,TW2 7LG
638,Whyteleafe,533842,158505,51.30992918784988,-0.0811351650050057,6,CR3 0AD
639,Whyteleafe South,534169,157797,51.30348968019657,-0.0767125144057694,6,CR3 0BD
640,Willesden Green,523350,184884,51.54937292482699,-0.2224076012496468,"2,3",NW2 4QT
641,Willesden Junction,521905,182942,51.53223356661704,-0.243909139837678,3,NW10 4RA
642,Wimbledon,524791,170647,51.4211075087935,-0.2066628334400531,3,SW19 1PS
643,Wimbledon Chase,524306,169347,51.40953058388224,-0.2140897670841804,3,SW20 8DB
644,Wimbledon Park,525274,172158,51.4345806287444,-0.1991862729730618,3,SW19 7DZ
645,Winchmore Hill,531529,194494,51.63388669665079,-0.1009169327297483,4,N21 3NG
646,Wood Green,531038,190427,51.59745355165763,-0.1095265887761309,3,N22 8HH
647,Wood Lane,523314,180464,51.5096578296917,-0.2244726057099385,2,W12 7DS
648,Wood Street,538521,189426,51.586669943466376,-0.0019538980131841,4,E17 3NZ
649,Woodford,540952,191778,51.60720190279034,0.0340562024166259,4,IG8 7QE
